DBID,Name/Model,Era,Year,Technology Base,Chassis,Rules Level (Current),Tonnage,Designer,Battle Value,Cost,Rating
3548,Tomahawk II B,Republic,3088,Clan,Biped,Advanced,100,Catalyst Game Labs,3513,32167500,-----
3549,Tomahawk II C,Republic,3088,Clan,Biped,Advanced,100,Catalyst Game Labs,2938,30457500,-----
3546,Tomahawk II PRIME,Republic,3088,Clan,Biped,Advanced,100,Catalyst Game Labs,3334,30805000,-----
3545,Tomahawk II [BASE],Republic,3088,Clan,Biped,Advanced,100,Catalyst Game Labs,1277,25555000,-----
4620,Tomahawk PRIME,Civil War,3065,Clan,Biped,Tournament Legal,100,Catalyst Game Labs,3101,29445000,-----
5878,Tomahawk TMH-6R,Jihad,3085,Inner Sphere,Biped,Tournament Legal,70,Ruger,1766,16194767,-----
2099,Tomahawk TMK-3D,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,50,bladewind,1485,4316500,3.833333
4619,Tomahawk [BASE],Civil War,3065,Clan,Biped,Tournament Legal,100,Catalyst Game Labs,1277,24930000,-----
1568,Too Many Flamer Mech TMFM-L5,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,50,Boneshaman,789,3160750,2.642857
5093,Torment TMT-MB1C,Civil War,3067,Inner Sphere,Biped,Tournament Legal,40,Steelfang,1521,7968893,-----
2191,Tornado TND-1A,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,50,master arminas,1153,3586000,3.75
4053,Toro TR-A-1,Age of War,2481,Primitive,Biped,Advanced (Extinct),35,Catalyst Game Labs,671,2127555,-----
3277,Toro TR-A-6,Age of War,2548,Inner Sphere,Biped,Introductory,35,Catalyst Game Labs,864,2396430,-----
5716,Torturer TRT-1X,Late Succession Wars,2964,Inner Sphere,Biped,Tournament Legal,75,Kylo Kruis,1574,7949375,-----
5719,Torturer TRT-2B,Jihad,3082,Inner Sphere (Mixed),Biped,Advanced,75,Kylo Kruis,1808,10786125,-----
5081,Toyama Interdictor (Konrad) TYM-1I-MB1C,Jihad,3070,Inner Sphere,Biped,Tournament Legal (Extinct),75,Sleeping Dragon,1808,19434625,-----
843,Toyama TYM-1A,Clan Invasion,3057,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1714,16120125,4
4194,Toyama TYM-1B,Jihad,3070,Inner Sphere,Biped,Tournament Legal (Extinct),75,Catalyst Game Labs,1788,15659875,-----
4195,Toyama TYM-1C,Jihad,3072,Inner Sphere,Biped,Advanced (Extinct),75,Catalyst Game Labs,1727,17367875,-----
2073,Traction Catapult C-4-L,Clan Invasion,3055,Inner Sphere,Biped,Advanced,65,Steel-Scorpion,893,3152050,4
6238,Trebaruna TR-X,Jihad,3078,Inner Sphere,Quad,Tournament Legal (Extinct),95,Lasonda,2092,18897450,-----
3350,Trebaruna TR-XB,Jihad,3081,Inner Sphere,Quad,Tournament Legal,95,Catalyst Game Labs,2223,10863450,-----
5180,Trebaruna TR-XH,Republic,3115,Inner Sphere,Quad,Advanced,95,Catalyst Game Labs,2453,21932625,-----
4550,Trebaruna TR-XJ,Jihad,3081,Inner Sphere,Quad,Tournament Legal,95,Catalyst Game Labs,2270,11265150,-----
4551,Trebaruna TR-XL,Jihad,3081,Inner Sphere,Quad,Tournament Legal,95,Catalyst Game Labs,2244,18109650,-----
6517,Trebuchet (BRAVO 332) TBT-5N Arlie Peake,Republic,3130,Clan,Biped,Tournament Legal,50,khanwolverine,2243,11253000,-----
6385,Trebuchet (PAPA) TBT-3CC,Early Succession Wars,2850,Clan,Biped,Tournament Legal,50,khanwolverine,2422,9539000,-----
6460,Trebuchet II (Black Watch) TBT-2Rb,Star League,2768,Inner Sphere,Biped,Tournament Legal,55,WC65nelson,1447,11482090,-----
1954,Trebuchet IIC,Early Succession Wars,2849,Clan,Biped,Tournament Legal,40,Sleeping Dragon,1921,3769547,3.3
4589,Trebuchet TBT- Nova,Dark Age,3144,Inner Sphere,Biped,Advanced,50,Winking Mutant,1614,5210000,-----
3809,Trebuchet TBT-3C,Star League,2780,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1342,9636000,-----
5608,Trebuchet TBT-3G,Republic,3096,Inner Sphere,Biped,Tournament Legal,50,Kylo Kruis,1399,9600000,-----
5613,Trebuchet TBT-3GX,Republic,3096,Inner Sphere,Biped,Tournament Legal,50,Kylo Kruis,1481,10602000,-----
5667,Trebuchet TBT-3GX-II,Republic,3096,Inner Sphere,Biped,Tournament Legal,50,Kylo Kruis,1344,9492000,-----
159,Trebuchet TBT-5J,Early Succession Wars,2850,Inner Sphere,Biped,Introductory,50,Catalyst Game Labs,1191,4338500,2.909091
162,Trebuchet TBT-5N,Early Succession Wars,2799,Inner Sphere,Biped,Introductory,50,Catalyst Game Labs,1191,4203500,3
160,Trebuchet TBT-5S,Early Succession Wars,2864,Inner Sphere,Biped,Introductory,50,Catalyst Game Labs,984,3942500,2.85
161,Trebuchet TBT-7K,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,50,Catalyst Game Labs,996,4004000,2.590909
329,Trebuchet TBT-7M,Late Succession Wars,3048,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1348,8808500,2.6
3325,Trebuchet TBT-7MM (Merida),Dark Age,3140,Inner Sphere (Mixed),Biped,Advanced,50,Catalyst Game Labs,2028,9962000,-----
3810,Trebuchet TBT-8B,Jihad,3071,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1314,9828000,-----
1156,Trebuchet TBT-9K,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1329,8897000,3.166667
4951,Trebuchet TBT-9R,Dark Age,3131,Inner Sphere (Mixed),Biped,Advanced,50,Catalyst Game Labs,2165,44422250,-----
3595,Trebuchet TBT-K7R,Republic,3088,Inner Sphere,Biped,Advanced,50,Catalyst Game Labs,1415,8674500,-----
4261,Trebuchet TBT-XK7,Jihad,3081,Inner Sphere,Biped,Advanced,50,Catalyst Game Labs,1549,9797000,-----
4982,Tri-Battler,Dark Age,3150,Inner Sphere,Tripod,Advanced,50,Stinger07,1521,7682250,-----
1181,Tribbello TBLO-N4-A,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,35,Steel-Scorpion,867,4506210,2.416667
1391,Tribbello TBLO-N5-A,Civil War,3062,Inner Sphere,Biped,Tournament Legal,35,Steel-Scorpion,737,2417535,2
2260,Tribune A,Clan Invasion,3050,Clan,Biped,Tournament Legal,50,jymset,1689,4782250,3.5
2261,Tribune B,Clan Invasion,3050,Clan,Biped,Tournament Legal,50,jymset,1641,4422250,3
2262,Tribune C,Clan Invasion,3050,Clan,Biped,Tournament Legal,50,jymset,1890,4181500,3
2259,Tribune Prime,Clan Invasion,3050,Clan,Biped,Tournament Legal,50,jymset,1775,4407250,3.5
4981,Triskelion TRK-4V,Dark Age,3146,Inner Sphere (Mixed),Tripod,Advanced,75,Catalyst Game Labs,2702,20897188,-----
1957,Troll,Civil War,3065,Inner Sphere,Biped,Tournament Legal,100,Stinger,2164,18424000,4.166667
6411,"TROLL (""KAETCHMIIFUCAN"") TRL-V1",Civil War,3067,Clan,Biped,Tournament Legal,35,Max The Mad Mechhead,1583,7400160,-----
4860,Trooper TP-1R,Age of War,2475,Primitive,Biped,Advanced (Extinct),20,Catalyst Game Labs,236,1415200,-----
5652,Trooper TRP-1R,Jihad,3085,Inner Sphere,Biped,Tournament Legal,75,Marcus Smythe,1686,13723500,-----
3129,Tsunami TS-P1,Clan Invasion,3052,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,933,3640560,-----
2932,Tsunami TS-P1D,Civil War,3063,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1298,4616360,-----
2741,Tundra Wolf,Jihad,3076,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,3131,18317250,-----
2742,Tundra Wolf 2,Jihad,3076,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,3626,17997000,-----
2743,Tundra Wolf 3,Jihad,3076,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,3292,18364500,-----
3375,Tundra Wolf 4,Jihad,3077,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,2873,17673250,-----
5098,Tundra Wolf 5,Republic,3086,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,2645,13489000,-----
4798,Turducken,Civil War,3063,Clan,Biped,Tournament Legal,100,Snowjeepney,3332,24744000,-----
2432,Turkina A,Clan Invasion,3052,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,2906,25872844,3.5
2433,Turkina B,Clan Invasion,3052,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,3420,25507219,3.8
2434,Turkina C,Clan Invasion,3052,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,2798,26677219,4.666667
2673,Turkina D,Clan Invasion,3061,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,3132,26779594,3.75
3700,Turkina E,Jihad,3070,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,3147,26530969,-----
2674,Turkina H,Civil War,3062,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,2712,25872844,4
2431,Turkina PRIME,Clan Invasion,3052,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,2944,26662594,3.8
4856,Turkina U,Jihad,3077,Clan,Biped,Advanced,95,Catalyst Game Labs,2520,29958581,-----
3701,Turkina X,Jihad,3077,Clan,Biped,Advanced,95,Catalyst Game Labs,3056,27458438,-----
4285,Turkina Z,Jihad,3072,Clan,Biped,Experimental (Extinct),95,Catalyst Game Labs,3935,32580844,-----
2430,Turkina [BASE],Clan Invasion,3052,Clan,Biped,Tournament Legal,95,Catalyst Game Labs,1235,22704094,-----
1983,Turret TRT-1D,Civil War,3065,Inner Sphere,Biped,Tournament Legal,75,Khayman,2237,7462875,3
6309,Two Little Indian (Comanche) IS-WM3,Late Succession Wars,3049,Inner Sphere,Biped,Advanced,50,Deathloc,1311,5989500,-----
2230,Typhoon TPN-1A,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,50,master arminas,1188,4059500,4
2451,Uller (Kit Fox) A,Early Succession Wars,2890,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1310,5100713,3
2452,Uller (Kit Fox) B,Early Succession Wars,2890,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1087,5232744,2.75
6146,Uller (Kit Fox) BLO,Dark Age,3140,Clan (Mixed),Biped,Tournament Legal (Extinct),30,Catalyst Game Labs,988,6240244,-----
2453,Uller (Kit Fox) C,Clan Invasion,3050,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1147,6031675,2.5
2454,Uller (Kit Fox) D,Early Succession Wars,2890,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1142,5302050,2.777778
2631,Uller (Kit Fox) E,Clan Invasion,3054,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1415,5310744,2.9
3150,Uller (Kit Fox) F,Jihad,3069,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1219,5198213,-----
3864,Uller (Kit Fox) G,Clan Invasion,3054,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1368,5575050,-----
2564,Uller (Kit Fox) H,Clan Invasion,3059,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1214,5165713,2.3
4890,Uller (Kit Fox) I,Republic,3101,Clan,Biped,Advanced,30,Catalyst Game Labs,1936,7962744,-----
2450,Uller (Kit Fox) PRIME,Early Succession Wars,2890,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1085,5256713,3.3
4891,Uller (Kit Fox) R,Republic,3121,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1232,5072438,-----
2565,Uller (Kit Fox) S,Clan Invasion,3050,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1342,5355838,3.4
4842,Uller (Kit Fox) U,Jihad,3077,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1486,5304000,-----
3151,Uller (Kit Fox) W,Clan Invasion,3051,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,1431,5042050,-----
2447,Uller (Kit Fox) [BASE],Early Succession Wars,2890,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,386,4265625,-----
1255,Uller G,Late Succession Wars,2950,Clan,Biped,Tournament Legal,30,#NAME?,1648,4370600,2.75
1867,Ultra-Urbie,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,75,Warhammer: 3025,1250,4924063,3.833333
6389,Untitled,Civil War,3067,Inner Sphere,Biped,Tournament Legal,80,Skarotte,1893,9130440,-----
5507,Untitled,Dark Age,3150,Inner Sphere,Biped,Tournament Legal,50,Hagbard,812,3647000,-----
5388,Untitled,Civil War,3067,Clan,Biped,Tournament Legal,75,Paul Beyde,3480,21812875,-----
5722,Untitled,Jihad,3085,Inner Sphere,Biped,Advanced,25,Sarpeadon,1148,8345104,-----
6015,Untitled,Republic,3130,Clan,Biped,Tournament Legal,35,glenmarcpearce,978,6713460,-----
5921,Untitled,Civil War,3067,Inner Sphere,Biped,Introductory,50,Castro,812,3557000,-----
6062,Untitled,Star League,2780,Inner Sphere,Land-Air (Bimodal),Advanced (Extinct),50,Smooth Hexagon,1025,6859050,-----
6192,Untitled (Copper head) CPR-HD-001,Civil War,3067,Inner Sphere,Biped,Tournament Legal,30,Deathloc,945,2611440,-----
6193,Untitled (Copper head) CPR-HD-001A,Civil War,3067,Inner Sphere,Biped,Tournament Legal,30,Deathloc,712,2520440,-----
4017,Uraeus UAE-7R,Dark Age,3135,Inner Sphere,Biped,Advanced,75,Catalyst Game Labs,1843,10545500,-----
2081,Urban Mech UM-R70-P,Civil War,3067,Inner Sphere,Biped,Introductory,30,House Calderon 1,571,1570725,3.75
5208,UrbanBatMech UM-R60B,Jihad,3085,Inner Sphere,Biped,Advanced,30,Sleeping Dragon,955,2832700,-----
6384,Urbanmech (PAPA) UM-R10C,Republic,3130,Clan,Biped,Tournament Legal,30,khanwolverine,1673,5604300,-----
6191,Urbanmech (Thumpermech) UM-R100X,Late Succession Wars,3039,Inner Sphere,Biped,Advanced,30,Deathloc,421,1467375,-----
4972,UrbanMech Double (Double Urbie) UM-R60^2,Star League,2675,Inner Sphere,Biped,Introductory,60,Stinger07,1028,3607200,-----
5256,UrbanMech II UB-10-X,Republic,3087,Inner Sphere,Biped,Tournament Legal,45,Kylo Kruis,1086,3344353,-----
5257,UrbanMech II UB-12-X,Republic,3087,Inner Sphere,Biped,Tournament Legal,45,Kylo Kruis,1145,3372990,-----
608,UrbanMech IIC,Early Succession Wars,2849,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,798,1799525,2.357143
2247,UrbanMech IIC,Clan Invasion,3060,Clan,Biped,Tournament Legal,30,ralgith,879,2200640,2.5
4209,UrbanMech IIC 2,Jihad,3070,Clan,Biped,Tournament Legal,30,Catalyst Game Labs,855,1898650,-----
6234,UrbanMech IIC 3,Jihad,3085,Clan,Biped,Tournament Legal,30,WarPug4040,745,2025400,-----
1951,UrbanMech Legion-3,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,Khayman,750,1716650,2.25
4973,UrbanMech Triple (Triple Urbie) UM-R60^3,Star League,2675,Inner Sphere,Biped,Introductory,90,Stinger07,1452,6261925,-----
1569,Urbanmech UB-R40,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,40,StarCommander_One-Eye,879,2666067,0.6
5207,Urbanmech UM-001,Civil War,3066,Inner Sphere,Biped,Tournament Legal,30,Stinger,717,2015650,-----
1628,Urbanmech UM-4D,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,mud,657,1550250,3.166667
1358,Urbanmech UM-9X2,Civil War,3062,Inner Sphere,Biped,Tournament Legal,30,Steel-Scorpion,986,3039400,2.666667
4708,UrbanMech UM-AIV,Jihad,3072,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,603,2455700,-----
6469,Urbanmech UM-G25,Jihad,3079,Inner Sphere,Biped,Advanced,30,Lasonda,521,2041000,-----
2735,Urbanmech UM-H60A,Late Succession Wars,3025,Inner Sphere,Biped,Tournament Legal,30,Rudel Gurken,485,1456650,-----
6587,Urbanmech UM-R01,Star League,2675,Inner Sphere,Biped,Introductory,30,Orion Starion,551,1575665,-----
2971,Urbanmech UM-R121,Jihad,3085,Inner Sphere,Biped,Advanced,30,ChronicRune,862,1883700,-----
200,UrbanMech UM-R60,Star League,2675,Inner Sphere,Biped,Introductory,30,Catalyst Game Labs,504,1464125,3
2255,Urbanmech UM-R60K,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,Rudel Gurken,615,1471925,4
201,UrbanMech UM-R60L,Late Succession Wars,2925,Inner Sphere,Biped,Introductory,30,Catalyst Game Labs,470,1568125,2.558824
273,UrbanMech UM-R63,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,540,1744925,3
1864,Urbanmech UM-R63K,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,30,Sleeping Dragon,616,1599000,3.375
3762,UrbanMech UM-R68,Civil War,3065,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,561,1517425,-----
3763,UrbanMech UM-R69,Civil War,3063,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,589,1690325,-----
1119,UrbanMech UM-R70,Civil War,3066,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,724,1743625,2.714286
4709,UrbanMech UM-R80,Jihad,3076,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,699,2344225,-----
3586,UrbanMech UM-R93,Republic,3130,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,894,1877525,-----
1481,Urbanmech UM-X29,Civil War,3063,Inner Sphere,Biped,Tournament Legal,30,Steel-Scorpion,1165,3636750,2
3504,Ursa URA-2A,Republic,3122,Inner Sphere,Quad,Tournament Legal,65,Catalyst Game Labs,1887,15891700,-----
4430,Ursa URA-2C,Republic,3125,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2570,16248100,-----
2122,Ursavus A,Clan Invasion,3060,Clan,Biped,Tournament Legal,75,DefensorFidei,2657,19017250,2.25
2123,Ursavus B,Clan Invasion,3060,Clan,Biped,Tournament Legal,75,DefensorFidei,2836,20207250,2.666667
2124,Ursavus C,Clan Invasion,3060,Clan,Biped,Tournament Legal,75,DefensorFidei,2856,19262250,2.666667
2125,Ursavus D,Clan Invasion,3060,Clan,Biped,Tournament Legal,75,DefensorFidei,3174,19701500,2.5
2121,Ursavus Prime,Clan Invasion,3060,Clan,Biped,Tournament Legal,75,DefensorFidei,3058,19139750,1.375
777,Ursus,Clan Invasion,3059,Clan,Biped,Tournament Legal,50,Catalyst Game Labs,1778,4450000,3.375
6528,Ursus (Easy 501st) 5c Anastasija,Clan Invasion,3059,Clan,Biped,Tournament Legal,50,khanwolverine,2164,7766500,-----
4221,Ursus 2,Jihad,3074,Clan,Biped,Tournament Legal,50,Catalyst Game Labs,2054,10515000,-----
3428,Ursus 3,Jihad,3079,Clan,Biped,Advanced,50,Catalyst Game Labs,1284,5573500,-----
3356,Ursus II,Jihad,3078,Clan,Biped,Tournament Legal,50,Catalyst Game Labs,2069,8769250,-----
4162,Ursus PR,Jihad,3074,Clan (Mixed),Biped,Tournament Legal (Extinct),50,Catalyst Game Labs,1194,5798500,-----
1157,Uziel UZL-2S,Civil War,3063,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1352,9997500,3.5
3186,Uziel UZL-2S (Jacob II),Jihad,3071,Inner Sphere,Biped,Advanced,50,Catalyst Game Labs,1271,12485000,-----
3195,Uziel UZL-2S (Jacob),Jihad,3070,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1513,8817500,-----
1158,Uziel UZL-3S,Civil War,3065,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1189,9740250,2.75
4280,Uziel UZL-8S,Jihad,3075,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1393,10710500,-----
3017,Vagabond Peatorian CN10-B,Civil War,3062,Inner Sphere,Biped,Tournament Legal,50,Vagabond,1342,7207500,-----
2228,Vagabond VGB-1,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,35,GhostBear-1086,1060,5556960,3.5
3663,Valiant (Hot Knife) VAL-NT-JX,Jihad,3076,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,989,6848140,-----
2170,Valiant GZT-VLT-3R,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,65,Fang,1454,5672480,3
4451,Valiant V4-LNT-J3,Jihad,3074,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,926,3946215,-----
2949,Valiant V4-LNT-K7,Jihad,3068,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,894,3271840,-----
1748,Valiant VAL-A0,Late Succession Wars,2988,Inner Sphere,Biped,Introductory,100,cain,1826,9204000,2.5
4452,Valiant VLN-3T,Jihad,3074,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,852,3310840,-----
4868,Valiant VLT-3E,Republic,3098,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,998,5062200,-----
6311,Valkyrie (KILO) VLK-QKC,Clan Invasion,3061,Clan,Biped,Tournament Legal,30,khanwolverine,1175,2723565,-----
6519,Valkyrie (RAVO 332) VLK-QA Ray Soto,Republic,3130,Clan,Biped,Tournament Legal,30,khanwolverine,1405,4693520,-----
207,Valkyrie VLK-QA,Early Succession Wars,2787,Inner Sphere,Biped,Introductory,30,Catalyst Game Labs,723,2166320,3
5050,"Valkyrie VLK-QA-3SWC ""jymset""",Early Succession Wars,2787,Inner Sphere,Biped,Introductory,30,jymset,723,2166320,-----
1361,Valkyrie VLK-QC,Late Succession Wars,3025,Inner Sphere,Biped,Tournament Legal,30,cain,776,2499640,2.071429
274,Valkyrie VLK-QD,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,807,2509520,2.5
913,Valkyrie VLK-QD1,Civil War,3067,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,878,5993520,2.833333
3911,Valkyrie VLK-QD2,Jihad,3072,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,638,5909020,-----
914,Valkyrie VLK-QD3,Civil War,3067,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,882,5344820,2
4641,Valkyrie VLK-QD4,Jihad,3085,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,657,6750770,-----
4892,Valkyrie VLK-QD8,Republic,3102,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,787,6326320,-----
208,Valkyrie VLK-QF,Late Succession Wars,2967,Inner Sphere,Biped,Introductory,30,Catalyst Game Labs,653,2124070,1.571429
3948,Valkyrie VLK-QS5,Jihad,3070,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,774,4726020,-----
3383,Valkyrie VLK-QT2,Jihad,3081,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,863,4887220,-----
4642,Valkyrie VLK-QW5,Jihad,3085,Inner Sphere,Biped,Tournament Legal (Extinct),30,Catalyst Game Labs,689,6416020,-----
1870,Valkyrie VLK-QX,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,30,Seraph,904,3738020,2.5
1353,Vammatar Prime,Civil War,3067,Clan,Biped,Tournament Legal,80,Wanallo,2694,10347600,3.1
5034,Vampire VMP-1R-MB1C,Late Succession Wars,3025,Inner Sphere,Biped,Tournament Legal,50,Hotwire,1206,4647000,-----
3505,Vandal LI- [BASE],Dark Age,3142,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1052,24060781,-----
3506,Vandal LI-O,Dark Age,3142,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1881,28188359,-----
5851,Vandal LI-O-BL,Dark Age,3142,Inner Sphere,Biped,Advanced (Extinct),65,bullitt,1902,28680781,-----
3507,Vandal LI-OA,Dark Age,3142,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1865,32102469,-----
3513,Vandal LI-OB,Dark Age,3142,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1659,28471334,-----
2190,Vandal VAN-A9,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,60,cain,1929,7398160,4
5262,Vanguard VNG-1X,Late Succession Wars,3049,Inner Sphere,Biped,Introductory,55,hughewil,1266,4768007,-----
5059,Vanguard VNG-4D-MB1C,Jihad,3071,Inner Sphere,Biped,Advanced,45,DF Jay,1565,8223820,-----
6360,Vanquisher (KILO) VQR-2AC,Civil War,3063,Clan,Biped,Tournament Legal,100,khanwolverine,3261,11256000,-----
1100,Vanquisher VQR-2A,Civil War,3063,Inner Sphere,Biped,Tournament Legal (Extinct),100,Catalyst Game Labs,2234,12262000,3.5
1101,Vanquisher VQR-2B,Civil War,3067,Inner Sphere,Biped,Tournament Legal (Extinct),100,Catalyst Game Labs,2073,11914000,2.5
4325,Vanquisher VQR-5V,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),100,Catalyst Game Labs,2334,20254000,-----
